GENDER;AGE;MEMBER POL. PARTY;INFO: PRESS;INFO: TV RADIO;INFO: POL. MEETING;INFO: PARTY PRESS;INFO: ELECT. PUBLICATION;INFO: CONVERSATION;INFO: NOT INTERESTED;STATE AND MASS MEDIA;RESULT INFLUEN.VOTING;WHICH PARTY LAST ELECT.
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;For the independent candidate
Male;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have strong influen;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;Yes;HDZ
Male;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HSS
Female;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;Yes;HDZ
Female;18-28 years;Not a member;Yes;Yes;NA;Yes;NA;Yes;NA;The state should not intervene in th;No;HDZ
Male;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;Other party:
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;Yes;I did not vote
Male;40-50;Not a member;No;Yes;No;No;No;No;Yes;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;62 and more;HDZ;No;Yes;Yes;Yes;Yes;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;Not a member;No;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;18-28 years;Not a member;No;Yes;No;No;No;No;Yes;The state should have limited influe;No;I did not vote
Male;40-50;Not a member;No;Yes;No;No;No;Yes;Yes;The state should have strong influen;No;HSS
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;I did not vote
Male;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Male;62 and more;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;HDZ;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;62 and more;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;For the independent candidate
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;I did not vote
Male;40-50;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;29-39;HKDS;Yes;Yes;Yes;Yes;NA;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;62 and more;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;No;Yes;No;No;No;No;No;The state should have strong influen;Yes;HDZ
Male;29-39;HDZ;No;Yes;No;No;No;No;No;The state should not intervene in th;Yes;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;Yes;No;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;Yes;HSS
Female;40-50;Not a member;NA;Yes;NA;NA;NA;NA;NA;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;No;No;Yes;No;Yes;Yes;No;The state should not intervene in th;Yes;I did not vote
Male;29-39;Not a member;No;No;Yes;Yes;Yes;No;Yes;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;Yes;No;No;No;No;No;No;The state should have strong influen;No;I did not vote
Male;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;No;No;No;No;No;No;The state should not intervene in th;No;HSS
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;Yes;The state should have limited influe;No;I did not vote
Male;29-39;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Female;40-50;Not a member;Yes;Yes;NA;NA;NA;Yes;NA;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;18-28 years;HSP;Yes;Yes;Yes;No;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;HDZ;No;Yes;Yes;Yes;No;No;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;Yes;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;Other party:
Male;29-39;Not a member;No;Yes;No;No;No;No;No;NA;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;HSP;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should not intervene in th;No;For the independent candidate
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;HKDZ;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;Yes;I did not vote
Male;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;Yes;I did not vote
Male;18-28 years;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should have strong influen;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;62 and more;Not a member;Yes;Yes;No;No;No;No;Yes;The state should not intervene in th;No;HDZ
Male;62 and more;HKDS;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;I did not vote
Female;40-50;Not a member;No;No;Yes;Yes;Yes;No;Yes;The state should not intervene in th;No;I did not vote
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;HDZ;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;HDZ
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;Yes;Yes;The state should not intervene in th;Yes;HDZ
Male;51-61;HKDS;Yes;Yes;Yes;Yes;No;Yes;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;Yes;Yes;Yes;Yes;No;Yes;No;The state should not intervene in th;Yes;HDZ
Female;29-39;SDP;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;29-39;HDZ;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;NA;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Other party:
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;29-39;HDZ;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;Yes;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;I did not vote
Female;40-50;Other party:;Yes;Yes;No;No;Yes;No;No;The state should have limited influe;Yes;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;40-50;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;No;For the independent candidate
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;No;No;No;No;Yes;The state should have strong influen;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;Socijalisticki savez - Savez socijal
Male;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;For the independent candidate
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;NA;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;NA;NA;NA;NA;NA;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Male;18-28 years;HSP;No;Yes;Yes;Yes;No;Yes;No;The state should have limited influe;Yes;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;Yes;No;No;No;No;Yes;No;The state should have limited influe;No;For the independent candidate
Female;18-28 years;HSP;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should have limited influe;No;I did not vote
Male;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;18-28 years;Not a member;Yes;Yes;Yes;No;Yes;No;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;40-50;HSP;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Male;29-39;HSP;Yes;No;No;Yes;No;No;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should have strong influen;Yes;HDZ
Female;51-61;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should have strong influen;Yes;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;For the independent candidate
Male;40-50;HDZ;Yes;Yes;Yes;Yes;No;Yes;No;The state should have limited influe;Yes;HDZ
Male;62 and more;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;I did not vote
Female;51-61;HDZ;No;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;Koalicija narodnog sporazuma  Hrvats
Male;18-28 years;HSP;No;No;Yes;No;Yes;No;No;The state should not intervene in th;No;I did not vote
Male;29-39;HSP;No;No;Yes;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Male;29-39;HSP;No;Yes;No;No;No;No;No;The state should not intervene in th;Yes;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;62 and more;HSP;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;29-39;HSP;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Male;62 and more;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Male;29-39;HSP;Yes;No;No;No;No;No;No;The state should not intervene in th;Yes;HDZ
Female;51-61;HSP;Yes;No;No;No;No;No;No;The state should not intervene in th;Yes;Koalicija narodnog sporazuma  Hrvats
Female;62 and more;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Female;51-61;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;HSP;Yes;Yes;No;Yes;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;HDZ;Yes;NA;NA;NA;NA;NA;NA;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;Yes;NA;NA;NA;NA;NA;NA;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;Other party:
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;NA;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;29-39;Not a member;NA;NA;NA;NA;NA;Yes;NA;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
